Frame2:117.39326477050781,0.058807373046875,262.63748931884766,260.2692565917969,coffee-bottle,0.5646541714668274
Frame1:188.12614059448242,-3.5601577758789062,334.0063362121582,255.1097640991211,coffee-bottle,0.6511645317077637
Frame2:118.46477508544922,-2.15704345703125,260.2507095336914,254.135986328125,coffee-bottle,0.6355686187744141
Frame1:189.44068908691406,-3.068389892578125,335.6927032470703,256.4458312988281,coffee-bottle,0.6444572806358337
Frame2:118.41376304626465,-2.359832763671875,261.4093265533447,256.1351623535156,coffee-bottle,0.6233777403831482
Frame1:189.9913730621338,-1.14544677734375,335.0448360443115,255.16403198242188,coffee-bottle,0.6209983229637146
Frame2:118.70906066894531,-2.283203125,261.4734191894531,258.19635009765625,coffee-bottle,0.631667971611023
Frame1:189.35037231445312,7.7691650390625,336.0381774902344,255.45639038085938,coffee-bottle,0.5279766917228699
Frame2:118.9757080078125,0.126953125,260.59412384033203,259.7017822265625,coffee-bottle,0.5165621042251587
Frame1:184.25730514526367,94.62225341796875,328.5810127258301,319.4050598144531,coffee-bottle,0.7037830948829651
